"season","season_type","week","poll","rank","school","conference","first_place_votes","points"
2000,"regular",1,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",1,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",1,"AP Top 25",3,"Alabama","SEC",NA,NA
2000,"regular",1,"AP Top 25",4,"Wisconsin","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",5,"Miami","Big East",NA,NA
2000,"regular",1,"AP Top 25",6,"Michigan","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",7,"Texas","Big 12",NA,NA
2000,"regular",1,"AP Top 25",8,"Kansas State","Big 12",NA,NA
2000,"regular",1,"AP Top 25",9,"Florida","SEC",NA,NA
2000,"regular",1,"AP Top 25",10,"Georgia","SEC",NA,NA
2000,"regular",1,"AP Top 25",11,"Virginia Tech","Big East",NA,NA
2000,"regular",1,"AP Top 25",12,"Tennessee","SEC",NA,NA
2000,"regular",1,"AP Top 25",13,"Washington","Pac-10",NA,NA
2000,"regular",1,"AP Top 25",14,"Purdue","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",15,"USC","Pac-10",NA,NA
2000,"regular",1,"AP Top 25",16,"Ohio State","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",17,"Clemson","ACC",NA,NA
2000,"regular",1,"AP Top 25",18,"Ole Miss","SEC",NA,NA
2000,"regular",1,"AP Top 25",19,"Oklahoma","Big 12",NA,NA
2000,"regular",1,"AP Top 25",20,"TCU","Western Athletic",NA,NA
2000,"regular",1,"AP Top 25",21,"Illinois","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",22,"Penn State","Big Ten",NA,NA
2000,"regular",1,"AP Top 25",23,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",1,"AP Top 25",24,"Colorado","Big 12",NA,NA
2000,"regular",1,"AP Top 25",25,"Michigan State","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",2,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",2,"AP Top 25",3,"Alabama","SEC",NA,NA
2000,"regular",2,"AP Top 25",4,"Wisconsin","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",5,"Miami","Big East",NA,NA
2000,"regular",2,"AP Top 25",6,"Michigan","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",7,"Texas","Big 12",NA,NA
2000,"regular",2,"AP Top 25",8,"Kansas State","Big 12",NA,NA
2000,"regular",2,"AP Top 25",9,"Florida","SEC",NA,NA
2000,"regular",2,"AP Top 25",10,"Georgia","SEC",NA,NA
2000,"regular",2,"AP Top 25",11,"Virginia Tech","Big East",NA,NA
2000,"regular",2,"AP Top 25",12,"USC","Pac-10",NA,NA
2000,"regular",2,"AP Top 25",13,"Tennessee","SEC",NA,NA
2000,"regular",2,"AP Top 25",14,"Washington","Pac-10",NA,NA
2000,"regular",2,"AP Top 25",15,"Purdue","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",16,"Ohio State","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",17,"Clemson","ACC",NA,NA
2000,"regular",2,"AP Top 25",18,"Ole Miss","SEC",NA,NA
2000,"regular",2,"AP Top 25",19,"Oklahoma","Big 12",NA,NA
2000,"regular",2,"AP Top 25",20,"TCU","Western Athletic",NA,NA
2000,"regular",2,"AP Top 25",21,"Illinois","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",22,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",2,"AP Top 25",23,"Colorado","Big 12",NA,NA
2000,"regular",2,"AP Top 25",24,"Michigan State","Big Ten",NA,NA
2000,"regular",2,"AP Top 25",25,"Texas A&M","Big 12",NA,NA
2000,"regular",3,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",3,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",3,"AP Top 25",3,"Michigan","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",4,"Miami","Big East",NA,NA
2000,"regular",3,"AP Top 25",5,"Wisconsin","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",6,"Texas","Big 12",NA,NA
2000,"regular",3,"AP Top 25",7,"Kansas State","Big 12",NA,NA
2000,"regular",3,"AP Top 25",8,"Florida","SEC",NA,NA
2000,"regular",3,"AP Top 25",9,"Georgia","SEC",NA,NA
2000,"regular",3,"AP Top 25",10,"Virginia Tech","Big East",NA,NA
2000,"regular",3,"AP Top 25",11,"USC","Pac-10",NA,NA
2000,"regular",3,"AP Top 25",12,"Tennessee","SEC",NA,NA
2000,"regular",3,"AP Top 25",13,"Alabama","SEC",NA,NA
2000,"regular",3,"AP Top 25",14,"Purdue","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",15,"Washington","Pac-10",NA,NA
2000,"regular",3,"AP Top 25",16,"UCLA","Pac-10",NA,NA
2000,"regular",3,"AP Top 25",17,"Clemson","ACC",NA,NA
2000,"regular",3,"AP Top 25",18,"Ohio State","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",19,"Ole Miss","SEC",NA,NA
2000,"regular",3,"AP Top 25",20,"Oklahoma","Big 12",NA,NA
2000,"regular",3,"AP Top 25",21,"Illinois","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",22,"TCU","Western Athletic",NA,NA
2000,"regular",3,"AP Top 25",23,"Notre Dame","FBS Independents",NA,NA
2000,"regular",3,"AP Top 25",24,"Michigan State","Big Ten",NA,NA
2000,"regular",3,"AP Top 25",25,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",4,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",4,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",4,"AP Top 25",3,"Michigan","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",4,"Wisconsin","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",5,"Texas","Big 12",NA,NA
2000,"regular",4,"AP Top 25",6,"Florida","SEC",NA,NA
2000,"regular",4,"AP Top 25",7,"Kansas State","Big 12",NA,NA
2000,"regular",4,"AP Top 25",8,"Virginia Tech","Big East",NA,NA
2000,"regular",4,"AP Top 25",9,"Washington","Pac-10",NA,NA
2000,"regular",4,"AP Top 25",10,"USC","Pac-10",NA,NA
2000,"regular",4,"AP Top 25",11,"Tennessee","SEC",NA,NA
2000,"regular",4,"AP Top 25",12,"Miami","Big East",NA,NA
2000,"regular",4,"AP Top 25",13,"Purdue","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",14,"UCLA","Pac-10",NA,NA
2000,"regular",4,"AP Top 25",15,"Alabama","SEC",NA,NA
2000,"regular",4,"AP Top 25",16,"Clemson","ACC",NA,NA
2000,"regular",4,"AP Top 25",17,"Ohio State","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",18,"Oklahoma","Big 12",NA,NA
2000,"regular",4,"AP Top 25",19,"Illinois","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",20,"TCU","Western Athletic",NA,NA
2000,"regular",4,"AP Top 25",21,"Notre Dame","FBS Independents",NA,NA
2000,"regular",4,"AP Top 25",22,"Michigan State","Big Ten",NA,NA
2000,"regular",4,"AP Top 25",23,"Georgia","SEC",NA,NA
2000,"regular",4,"AP Top 25",24,"Auburn","SEC",NA,NA
2000,"regular",4,"AP Top 25",25,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",5,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",5,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",5,"AP Top 25",3,"Florida","SEC",NA,NA
2000,"regular",5,"AP Top 25",4,"Kansas State","Big 12",NA,NA
2000,"regular",5,"AP Top 25",5,"Virginia Tech","Big East",NA,NA
2000,"regular",5,"AP Top 25",6,"UCLA","Pac-10",NA,NA
2000,"regular",5,"AP Top 25",7,"Wisconsin","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",8,"Washington","Pac-10",NA,NA
2000,"regular",5,"AP Top 25",9,"USC","Pac-10",NA,NA
2000,"regular",5,"AP Top 25",10,"Michigan","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",11,"Clemson","ACC",NA,NA
2000,"regular",5,"AP Top 25",12,"Miami","Big East",NA,NA
2000,"regular",5,"AP Top 25",13,"Tennessee","SEC",NA,NA
2000,"regular",5,"AP Top 25",14,"Ohio State","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",15,"Texas","Big 12",NA,NA
2000,"regular",5,"AP Top 25",16,"Notre Dame","FBS Independents",NA,NA
2000,"regular",5,"AP Top 25",17,"Oklahoma","Big 12",NA,NA
2000,"regular",5,"AP Top 25",18,"TCU","Western Athletic",NA,NA
2000,"regular",5,"AP Top 25",19,"Illinois","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",20,"Auburn","SEC",NA,NA
2000,"regular",5,"AP Top 25",21,"Purdue","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",22,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",5,"AP Top 25",23,"Michigan State","Big Ten",NA,NA
2000,"regular",5,"AP Top 25",24,"Georgia","SEC",NA,NA
2000,"regular",5,"AP Top 25",25,"Mississippi State","SEC",NA,NA
2000,"regular",6,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",6,"AP Top 25",2,"Florida State","ACC",NA,NA
2000,"regular",6,"AP Top 25",3,"Florida","SEC",NA,NA
2000,"regular",6,"AP Top 25",4,"Virginia Tech","Big East",NA,NA
2000,"regular",6,"AP Top 25",5,"Kansas State","Big 12",NA,NA
2000,"regular",6,"AP Top 25",6,"Washington","Pac-10",NA,NA
2000,"regular",6,"AP Top 25",7,"Clemson","ACC",NA,NA
2000,"regular",6,"AP Top 25",8,"USC","Pac-10",NA,NA
2000,"regular",6,"AP Top 25",9,"Michigan","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",10,"Miami","Big East",NA,NA
2000,"regular",6,"AP Top 25",11,"Tennessee","SEC",NA,NA
2000,"regular",6,"AP Top 25",12,"Ohio State","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",13,"Texas","Big 12",NA,NA
2000,"regular",6,"AP Top 25",14,"Oklahoma","Big 12",NA,NA
2000,"regular",6,"AP Top 25",15,"UCLA","Pac-10",NA,NA
2000,"regular",6,"AP Top 25",16,"TCU","Western Athletic",NA,NA
2000,"regular",6,"AP Top 25",17,"Wisconsin","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",18,"Michigan State","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",19,"Auburn","SEC",NA,NA
2000,"regular",6,"AP Top 25",20,"Oregon","Pac-10",NA,NA
2000,"regular",6,"AP Top 25",21,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",6,"AP Top 25",22,"Purdue","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",23,"South Carolina","SEC",NA,NA
2000,"regular",6,"AP Top 25",24,"Illinois","Big Ten",NA,NA
2000,"regular",6,"AP Top 25",25,"Georgia","SEC",NA,NA
2000,"regular",7,"AP Top 25",1,"Florida State","ACC",NA,NA
2000,"regular",7,"AP Top 25",2,"Nebraska","Big 12",NA,NA
2000,"regular",7,"AP Top 25",3,"Virginia Tech","Big East",NA,NA
2000,"regular",7,"AP Top 25",4,"Kansas State","Big 12",NA,NA
2000,"regular",7,"AP Top 25",5,"Clemson","ACC",NA,NA
2000,"regular",7,"AP Top 25",6,"Michigan","Big Ten",NA,NA
2000,"regular",7,"AP Top 25",7,"Miami","Big East",NA,NA
2000,"regular",7,"AP Top 25",8,"Ohio State","Big Ten",NA,NA
2000,"regular",7,"AP Top 25",9,"Oregon","Pac-10",NA,NA
2000,"regular",7,"AP Top 25",10,"Oklahoma","Big 12",NA,NA
2000,"regular",7,"AP Top 25",11,"Texas","Big 12",NA,NA
2000,"regular",7,"AP Top 25",12,"Florida","SEC",NA,NA
2000,"regular",7,"AP Top 25",13,"Washington","Pac-10",NA,NA
2000,"regular",7,"AP Top 25",14,"TCU","Western Athletic",NA,NA
2000,"regular",7,"AP Top 25",15,"Auburn","SEC",NA,NA
2000,"regular",7,"AP Top 25",16,"UCLA","Pac-10",NA,NA
2000,"regular",7,"AP Top 25",17,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",7,"AP Top 25",18,"USC","Pac-10",NA,NA
2000,"regular",7,"AP Top 25",19,"Georgia","SEC",NA,NA
2000,"regular",7,"AP Top 25",20,"Mississippi State","SEC",NA,NA
2000,"regular",7,"AP Top 25",21,"Tennessee","SEC",NA,NA
2000,"regular",7,"AP Top 25",22,"Northwestern","Big Ten",NA,NA
2000,"regular",7,"AP Top 25",23,"Oregon State","Pac-10",NA,NA
2000,"regular",7,"AP Top 25",24,"Wisconsin","Big Ten",NA,NA
2000,"regular",7,"AP Top 25",25,"Notre Dame","FBS Independents",NA,NA
2000,"regular",8,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",8,"AP Top 25",2,"Kansas State","Big 12",NA,NA
2000,"regular",8,"AP Top 25",3,"Virginia Tech","Big East",NA,NA
2000,"regular",8,"AP Top 25",4,"Miami","Big East",NA,NA
2000,"regular",8,"AP Top 25",5,"Clemson","ACC",NA,NA
2000,"regular",8,"AP Top 25",6,"Ohio State","Big Ten",NA,NA
2000,"regular",8,"AP Top 25",7,"Florida State","ACC",NA,NA
2000,"regular",8,"AP Top 25",8,"Oklahoma","Big 12",NA,NA
2000,"regular",8,"AP Top 25",9,"Oregon","Pac-10",NA,NA
2000,"regular",8,"AP Top 25",10,"Florida","SEC",NA,NA
2000,"regular",8,"AP Top 25",11,"Washington","Pac-10",NA,NA
2000,"regular",8,"AP Top 25",12,"TCU","Western Athletic",NA,NA
2000,"regular",8,"AP Top 25",13,"UCLA","Pac-10",NA,NA
2000,"regular",8,"AP Top 25",14,"Georgia","SEC",NA,NA
2000,"regular",8,"AP Top 25",15,"Mississippi State","SEC",NA,NA
2000,"regular",8,"AP Top 25",16,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",8,"AP Top 25",17,"Northwestern","Big Ten",NA,NA
2000,"regular",8,"AP Top 25",18,"Michigan","Big Ten",NA,NA
2000,"regular",8,"AP Top 25",19,"Auburn","SEC",NA,NA
2000,"regular",8,"AP Top 25",20,"Notre Dame","FBS Independents",NA,NA
2000,"regular",8,"AP Top 25",21,"Purdue","Big Ten",NA,NA
2000,"regular",8,"AP Top 25",22,"Arizona","Pac-10",NA,NA
2000,"regular",8,"AP Top 25",23,"Oregon State","Pac-10",NA,NA
2000,"regular",8,"AP Top 25",24,"South Carolina","SEC",NA,NA
2000,"regular",8,"AP Top 25",25,"Texas","Big 12",NA,NA
2000,"regular",9,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",9,"AP Top 25",2,"Virginia Tech","Big East",NA,NA
2000,"regular",9,"AP Top 25",3,"Oklahoma","Big 12",NA,NA
2000,"regular",9,"AP Top 25",4,"Miami","Big East",NA,NA
2000,"regular",9,"AP Top 25",5,"Clemson","ACC",NA,NA
2000,"regular",9,"AP Top 25",6,"Florida State","ACC",NA,NA
2000,"regular",9,"AP Top 25",7,"Oregon","Pac-10",NA,NA
2000,"regular",9,"AP Top 25",8,"Florida","SEC",NA,NA
2000,"regular",9,"AP Top 25",9,"Washington","Pac-10",NA,NA
2000,"regular",9,"AP Top 25",10,"Kansas State","Big 12",NA,NA
2000,"regular",9,"AP Top 25",11,"TCU","Western Athletic",NA,NA
2000,"regular",9,"AP Top 25",12,"Georgia","SEC",NA,NA
2000,"regular",9,"AP Top 25",13,"Mississippi State","SEC",NA,NA
2000,"regular",9,"AP Top 25",14,"Ohio State","Big Ten",NA,NA
2000,"regular",9,"AP Top 25",15,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",9,"AP Top 25",16,"Michigan","Big Ten",NA,NA
2000,"regular",9,"AP Top 25",17,"Purdue","Big Ten",NA,NA
2000,"regular",9,"AP Top 25",18,"South Carolina","SEC",NA,NA
2000,"regular",9,"AP Top 25",19,"Oregon State","Pac-10",NA,NA
2000,"regular",9,"AP Top 25",20,"Notre Dame","FBS Independents",NA,NA
2000,"regular",9,"AP Top 25",21,"Arizona","Pac-10",NA,NA
2000,"regular",9,"AP Top 25",22,"Minnesota","Big Ten",NA,NA
2000,"regular",9,"AP Top 25",23,"UCLA","Pac-10",NA,NA
2000,"regular",9,"AP Top 25",24,"NC State","ACC",NA,NA
2000,"regular",9,"AP Top 25",25,"Northwestern","Big Ten",NA,NA
2000,"regular",10,"AP Top 25",1,"Nebraska","Big 12",NA,NA
2000,"regular",10,"AP Top 25",2,"Virginia Tech","Big East",NA,NA
2000,"regular",10,"AP Top 25",3,"Oklahoma","Big 12",NA,NA
2000,"regular",10,"AP Top 25",4,"Miami","Big East",NA,NA
2000,"regular",10,"AP Top 25",5,"Clemson","ACC",NA,NA
2000,"regular",10,"AP Top 25",6,"Florida State","ACC",NA,NA
2000,"regular",10,"AP Top 25",7,"Oregon","Pac-10",NA,NA
2000,"regular",10,"AP Top 25",8,"Florida","SEC",NA,NA
2000,"regular",10,"AP Top 25",9,"Washington","Pac-10",NA,NA
2000,"regular",10,"AP Top 25",10,"Kansas State","Big 12",NA,NA
2000,"regular",10,"AP Top 25",11,"TCU","Western Athletic",NA,NA
2000,"regular",10,"AP Top 25",12,"Ohio State","Big Ten",NA,NA
2000,"regular",10,"AP Top 25",13,"Georgia","SEC",NA,NA
2000,"regular",10,"AP Top 25",14,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",10,"AP Top 25",15,"Michigan","Big Ten",NA,NA
2000,"regular",10,"AP Top 25",16,"Purdue","Big Ten",NA,NA
2000,"regular",10,"AP Top 25",17,"South Carolina","SEC",NA,NA
2000,"regular",10,"AP Top 25",18,"Oregon State","Pac-10",NA,NA
2000,"regular",10,"AP Top 25",19,"Notre Dame","FBS Independents",NA,NA
2000,"regular",10,"AP Top 25",20,"Mississippi State","SEC",NA,NA
2000,"regular",10,"AP Top 25",21,"NC State","ACC",NA,NA
2000,"regular",10,"AP Top 25",22,"Texas","Big 12",NA,NA
2000,"regular",10,"AP Top 25",23,"Northwestern","Big Ten",NA,NA
2000,"regular",10,"AP Top 25",24,"Arizona","Pac-10",NA,NA
2000,"regular",10,"AP Top 25",25,"Auburn","SEC",NA,NA
2000,"regular",11,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",11,"AP Top 25",2,"Virginia Tech","Big East",NA,NA
2000,"regular",11,"AP Top 25",3,"Miami","Big East",NA,NA
2000,"regular",11,"AP Top 25",4,"Florida State","ACC",NA,NA
2000,"regular",11,"AP Top 25",5,"Nebraska","Big 12",NA,NA
2000,"regular",11,"AP Top 25",6,"Florida","SEC",NA,NA
2000,"regular",11,"AP Top 25",7,"Oregon","Pac-10",NA,NA
2000,"regular",11,"AP Top 25",8,"Washington","Pac-10",NA,NA
2000,"regular",11,"AP Top 25",9,"TCU","Western Athletic",NA,NA
2000,"regular",11,"AP Top 25",10,"Clemson","ACC",NA,NA
2000,"regular",11,"AP Top 25",11,"Purdue","Big Ten",NA,NA
2000,"regular",11,"AP Top 25",12,"Michigan","Big Ten",NA,NA
2000,"regular",11,"AP Top 25",13,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",11,"AP Top 25",14,"Oregon State","Pac-10",NA,NA
2000,"regular",11,"AP Top 25",15,"Notre Dame","FBS Independents",NA,NA
2000,"regular",11,"AP Top 25",16,"Ohio State","Big Ten",NA,NA
2000,"regular",11,"AP Top 25",17,"Georgia","SEC",NA,NA
2000,"regular",11,"AP Top 25",18,"Mississippi State","SEC",NA,NA
2000,"regular",11,"AP Top 25",19,"Kansas State","Big 12",NA,NA
2000,"regular",11,"AP Top 25",20,"Texas","Big 12",NA,NA
2000,"regular",11,"AP Top 25",21,"Northwestern","Big Ten",NA,NA
2000,"regular",11,"AP Top 25",22,"South Carolina","SEC",NA,NA
2000,"regular",11,"AP Top 25",23,"Auburn","SEC",NA,NA
2000,"regular",11,"AP Top 25",24,"Texas A&M","Big 12",NA,NA
2000,"regular",11,"AP Top 25",25,"Georgia Tech","ACC",NA,NA
2000,"regular",12,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",12,"AP Top 25",2,"Miami","Big East",NA,NA
2000,"regular",12,"AP Top 25",3,"Florida State","ACC",NA,NA
2000,"regular",12,"AP Top 25",4,"Nebraska","Big 12",NA,NA
2000,"regular",12,"AP Top 25",5,"Florida","SEC",NA,NA
2000,"regular",12,"AP Top 25",6,"Oregon","Pac-10",NA,NA
2000,"regular",12,"AP Top 25",7,"Washington","Pac-10",NA,NA
2000,"regular",12,"AP Top 25",8,"Virginia Tech","Big East",NA,NA
2000,"regular",12,"AP Top 25",9,"Purdue","Big Ten",NA,NA
2000,"regular",12,"AP Top 25",10,"Oregon State","Pac-10",NA,NA
2000,"regular",12,"AP Top 25",11,"Notre Dame","FBS Independents",NA,NA
2000,"regular",12,"AP Top 25",12,"Northwestern","Big Ten",NA,NA
2000,"regular",12,"AP Top 25",13,"Ohio State","Big Ten",NA,NA
2000,"regular",12,"AP Top 25",14,"Georgia","SEC",NA,NA
2000,"regular",12,"AP Top 25",15,"Mississippi State","SEC",NA,NA
2000,"regular",12,"AP Top 25",16,"Kansas State","Big 12",NA,NA
2000,"regular",12,"AP Top 25",17,"Clemson","ACC",NA,NA
2000,"regular",12,"AP Top 25",18,"TCU","Western Athletic",NA,NA
2000,"regular",12,"AP Top 25",19,"Texas","Big 12",NA,NA
2000,"regular",12,"AP Top 25",20,"Michigan","Big Ten",NA,NA
2000,"regular",12,"AP Top 25",21,"South Carolina","SEC",NA,NA
2000,"regular",12,"AP Top 25",22,"Auburn","SEC",NA,NA
2000,"regular",12,"AP Top 25",23,"Texas A&M","Big 12",NA,NA
2000,"regular",12,"AP Top 25",24,"Georgia Tech","ACC",NA,NA
2000,"regular",12,"AP Top 25",25,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",13,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",13,"AP Top 25",2,"Miami","Big East",NA,NA
2000,"regular",13,"AP Top 25",3,"Florida State","ACC",NA,NA
2000,"regular",13,"AP Top 25",4,"Florida","SEC",NA,NA
2000,"regular",13,"AP Top 25",5,"Oregon","Pac-10",NA,NA
2000,"regular",13,"AP Top 25",6,"Washington","Pac-10",NA,NA
2000,"regular",13,"AP Top 25",7,"Virginia Tech","Big East",NA,NA
2000,"regular",13,"AP Top 25",8,"Oregon State","Pac-10",NA,NA
2000,"regular",13,"AP Top 25",9,"Kansas State","Big 12",NA,NA
2000,"regular",13,"AP Top 25",10,"Nebraska","Big 12",NA,NA
2000,"regular",13,"AP Top 25",11,"Notre Dame","FBS Independents",NA,NA
2000,"regular",13,"AP Top 25",12,"Ohio State","Big Ten",NA,NA
2000,"regular",13,"AP Top 25",13,"Mississippi State","SEC",NA,NA
2000,"regular",13,"AP Top 25",14,"Texas","Big 12",NA,NA
2000,"regular",13,"AP Top 25",15,"TCU","Western Athletic",NA,NA
2000,"regular",13,"AP Top 25",16,"Clemson","ACC",NA,NA
2000,"regular",13,"AP Top 25",17,"Purdue","Big Ten",NA,NA
2000,"regular",13,"AP Top 25",18,"Auburn","SEC",NA,NA
2000,"regular",13,"AP Top 25",19,"Michigan","Big Ten",NA,NA
2000,"regular",13,"AP Top 25",20,"Georgia Tech","ACC",NA,NA
2000,"regular",13,"AP Top 25",21,"Texas A&M","Big 12",NA,NA
2000,"regular",13,"AP Top 25",22,"Georgia","SEC",NA,NA
2000,"regular",13,"AP Top 25",23,"Northwestern","Big Ten",NA,NA
2000,"regular",13,"AP Top 25",24,"Southern Mississippi","Conference USA",NA,NA
2000,"regular",13,"AP Top 25",25,"South Carolina","SEC",NA,NA
2000,"regular",14,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",14,"AP Top 25",2,"Miami","Big East",NA,NA
2000,"regular",14,"AP Top 25",3,"Florida State","ACC",NA,NA
2000,"regular",14,"AP Top 25",4,"Washington","Pac-10",NA,NA
2000,"regular",14,"AP Top 25",5,"Oregon State","Pac-10",NA,NA
2000,"regular",14,"AP Top 25",6,"Virginia Tech","Big East",NA,NA
2000,"regular",14,"AP Top 25",7,"Florida","SEC",NA,NA
2000,"regular",14,"AP Top 25",8,"Kansas State","Big 12",NA,NA
2000,"regular",14,"AP Top 25",9,"Nebraska","Big 12",NA,NA
2000,"regular",14,"AP Top 25",10,"Oregon","Pac-10",NA,NA
2000,"regular",14,"AP Top 25",11,"Notre Dame","FBS Independents",NA,NA
2000,"regular",14,"AP Top 25",12,"Texas","Big 12",NA,NA
2000,"regular",14,"AP Top 25",13,"TCU","Western Athletic",NA,NA
2000,"regular",14,"AP Top 25",14,"Purdue","Big Ten",NA,NA
2000,"regular",14,"AP Top 25",15,"Clemson","ACC",NA,NA
2000,"regular",14,"AP Top 25",16,"Michigan","Big Ten",NA,NA
2000,"regular",14,"AP Top 25",17,"Auburn","SEC",NA,NA
2000,"regular",14,"AP Top 25",18,"Georgia Tech","ACC",NA,NA
2000,"regular",14,"AP Top 25",19,"Georgia","SEC",NA,NA
2000,"regular",14,"AP Top 25",20,"Northwestern","Big Ten",NA,NA
2000,"regular",14,"AP Top 25",21,"Ohio State","Big Ten",NA,NA
2000,"regular",14,"AP Top 25",22,"Texas A&M","Big 12",NA,NA
2000,"regular",14,"AP Top 25",23,"Mississippi State","SEC",NA,NA
2000,"regular",14,"AP Top 25",24,"LSU","SEC",NA,NA
2000,"regular",14,"AP Top 25",25,"Tennessee","SEC",NA,NA
2000,"regular",15,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",15,"AP Top 25",2,"Miami","Big East",NA,NA
2000,"regular",15,"AP Top 25",3,"Florida State","ACC",NA,NA
2000,"regular",15,"AP Top 25",4,"Washington","Pac-10",NA,NA
2000,"regular",15,"AP Top 25",5,"Oregon State","Pac-10",NA,NA
2000,"regular",15,"AP Top 25",6,"Virginia Tech","Big East",NA,NA
2000,"regular",15,"AP Top 25",7,"Florida","SEC",NA,NA
2000,"regular",15,"AP Top 25",8,"Kansas State","Big 12",NA,NA
2000,"regular",15,"AP Top 25",9,"Oregon","Pac-10",NA,NA
2000,"regular",15,"AP Top 25",10,"Nebraska","Big 12",NA,NA
2000,"regular",15,"AP Top 25",11,"Notre Dame","FBS Independents",NA,NA
2000,"regular",15,"AP Top 25",12,"Texas","Big 12",NA,NA
2000,"regular",15,"AP Top 25",13,"TCU","Western Athletic",NA,NA
2000,"regular",15,"AP Top 25",14,"Purdue","Big Ten",NA,NA
2000,"regular",15,"AP Top 25",15,"Clemson","ACC",NA,NA
2000,"regular",15,"AP Top 25",16,"Michigan","Big Ten",NA,NA
2000,"regular",15,"AP Top 25",17,"Georgia Tech","ACC",NA,NA
2000,"regular",15,"AP Top 25",18,"Auburn","SEC",NA,NA
2000,"regular",15,"AP Top 25",19,"Northwestern","Big Ten",NA,NA
2000,"regular",15,"AP Top 25",20,"Ohio State","Big Ten",NA,NA
2000,"regular",15,"AP Top 25",21,"Tennessee","SEC",NA,NA
2000,"regular",15,"AP Top 25",22,"Louisville","Conference USA",NA,NA
2000,"regular",15,"AP Top 25",23,"Colorado State","Mountain West",NA,NA
2000,"regular",15,"AP Top 25",24,"Georgia","SEC",NA,NA
2000,"regular",15,"AP Top 25",25,"Toledo","Mid-American",NA,NA
2000,"regular",16,"AP Top 25",1,"Oklahoma","Big 12",NA,NA
2000,"regular",16,"AP Top 25",2,"Miami","Big East",NA,NA
2000,"regular",16,"AP Top 25",3,"Florida State","ACC",NA,NA
2000,"regular",16,"AP Top 25",4,"Washington","Pac-10",NA,NA
2000,"regular",16,"AP Top 25",5,"Oregon State","Pac-10",NA,NA
